,Population,S,E,I,R,S_ratio,E_ratio,I_ratio,R_ratio,Day,Total
Tahiti,191779.0,11961.0,2224.0,15976.0,161618.0,0.062368663930878775,0.0115966815970466,0.08330421996151821,0.8427304345105564,158.0,191779.0
Tahiti,191779.0,11822.0,2076.0,15236.0,162645.0,0.06164387133106336,0.010824959979976952,0.07944561187616997,0.8480855568127897,159.0,191779.0
Tahiti,191779.0,11642.0,1942.0,14487.0,163708.0,0.060705290985978655,0.010126239056413893,0.07554007477356749,0.85362839518404,160.0,191779.0
Tahiti,191779.0,11505.0,1850.0,13827.0,164597.0,0.05999092705666418,0.009646520213370598,0.0720986135082569,0.8582639392217083,161.0,191779.0
Tahiti,191779.0,11455.0,1753.0,13179.0,165392.0,0.05973021029414065,0.00914072969407495,0.06871972426595195,0.8624093357458325,162.0,191779.0
Tahiti,191779.0,11380.0,1656.0,12582.0,166161.0,0.059339135150355354,0.008634939174779303,0.06560676612142101,0.8664191595534443,163.0,191779.0
Tahiti,191779.0,11428.0,1604.0,12000.0,166747.0,0.05958942324237795,0.008363793741754832,0.06257202300564713,0.8694747600102201,164.0,191779.0
Tahiti,191779.0,11377.0,1508.0,11430.0,167464.0,0.059323492144603945,0.007863217557709655,0.059599851912878886,0.8732134383848075,165.0,191779.0
Tahiti,191779.0,11322.0,1424.0,10997.0,168036.0,0.059036703705828066,0.0074252133966701255,0.05734204474942512,0.8761960381480767,166.0,191779.0
Tahiti,191779.0,11251.0,1374.0,10453.0,168701.0,0.05866648590304465,0.007164496634146596,0.05450544637316912,0.8796635710896397,167.0,191779.0
Tahiti,191779.0,11230.0,1312.0,10028.0,169209.0,0.05855698486278477,0.006841207848617419,0.05228935389171911,0.8823124533968787,168.0,191779.0
Tahiti,191779.0,11227.0,1270.0,9513.0,169769.0,0.05854134185703336,0.006622205768097654,0.04960397123772676,0.8852324811371423,169.0,191779.0
Tahiti,191779.0,11167.0,1209.0,9059.0,170344.0,0.05822848174200512,0.0063041313178189475,0.04723666303401311,0.8882307239061629,170.0,191779.0
Tahiti,191779.0,11170.0,1110.0,8630.0,170869.0,0.05824412474775653,0.005787912128022359,0.044999713211561224,0.8909682499126599,171.0,191779.0
Tahiti,191779.0,11255.0,1068.0,8194.0,171262.0,0.058687343244046536,0.005568910047502594,0.04272626304235604,0.8930174836660948,172.0,191779.0
Tahiti,191779.0,11371.0,1037.0,7768.0,171603.0,0.05929220613310112,0.005407265654738006,0.04050495622565557,0.8947955719865053,173.0,191779.0
Tahiti,191779.0,11370.0,996.0,7444.0,171969.0,0.05928699179785065,0.0051934779094687114,0.0388155116045031,0.8967040186881775,174.0,191779.0
Tahiti,191779.0,11514.0,936.0,7171.0,172158.0,0.060037856073918414,0.0048806177944404755,0.03739199808112463,0.8976895280505165,175.0,191779.0
Tahiti,191779.0,11447.0,877.0,6789.0,172666.0,0.059688495612136884,0.004572972014662711,0.03540012201544486,0.9003384103577555,176.0,191779.0
Tahiti,191779.0,11511.0,850.0,6413.0,173005.0,0.060022213068167005,0.004432184962900005,0.03343953196126792,0.9021060700076651,177.0,191779.0
Tahiti,191779.0,11565.0,836.0,6128.0,173250.0,0.060303787171692415,0.004359184269393417,0.0319534464148838,0.9033835821440304,178.0,191779.0
Tahiti,191779.0,11667.0,803.0,5821.0,173488.0,0.06083564936724042,0.004187111206127887,0.030352645492989327,0.9046245939336424,179.0,191779.0
Tahiti,191779.0,11765.0,805.0,5550.0,173659.0,0.061346654221786534,0.004197539876628828,0.028939560640111796,0.9055162452614729,180.0,191779.0
Tahiti,191779.0,11886.0,741.0,5387.0,173765.0,0.06197758878709348,0.0038638224205987098,0.02808962399428509,0.9060689647980227,181.0,191779.0
Tahiti,191779.0,11937.0,714.0,5162.0,173966.0,0.062243519884867475,0.003723035368836004,0.026916398562929204,0.9071170461833673,182.0,191779.0
